Title,Description,GitLab UID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
Update renewal analyzer to handle more multiple exception cases,At the moment the renewal_analyzer.py only handles 'VARATTU' exceptions. Other exception cases can occur and should be handled.,16,https://gitlab.com/rasse-posse/helmet-lainojen-uusija/-/issues/16,Open,Rasmus Paltschik,rjpalt,Rasmus Paltschik,rjpalt,No,No,,2022-07-20 03:37:45,2022-11-03 03:51:50,,,,,0,0
